Swedish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
från ett håll,from one,自其一来自某一人,NOUN,A2
från och med,from onward,自...起从今往后,ADP,A2
från krog till krog,from tavern,自酒肆客栈而出,NOUN,B2
från det,from the,自该处来自某源头,ADP,A1
då och då,from time to time,不时偶尔时常发作,ADV,A2
av vad,from what,从何据其所见所闻,ADV,B1
främre del,front part,前部前方正面部位,NOUN,A2
förspaning,front scout,前哨尖兵前驱侦察,NOUN,B2
gränstrakter,frontiers,边疆国境前沿界限,NOUN,B2
ledarkandidat,frontrunner,领跑者头号热门人选,NOUN,B2
frostad,frosted,结霜蒙白雾磨砂的,ADJ,B2
frostbiten,frosty,霜冻极度寒冷冷淡的,ADJ,B1
rynkad panna,frown,皱眉不悦蹙眉愁容,NOUN,B1
rynka pannan,frown,皱眉表示不赞同锁眉,VERB,B1
rynkande på pannan,frowning,蹙眉紧锁愁云密布,NOUN,B2
frusen matvara,frozen,冷冻食品冻结之物,NOUN,A2
bära frukt,fructify,结实丰产取得成效,VERB,Advanced
fruktjuice,fruit juice,果汁水果原汁浓缩汁,NOUN,A1
fruktbärande,fruiting,结果实挂果开花结果的,ADJ,B2
dra åt helvete,fuck off,滚开滚蛋去你的吧,VERB,B2
berusa sinnet,fuddle,灌醉使神志昏沉不清,VERB,Advanced
chokladkola,fudge,软糖规避塞责折中方案,NOUN,B1
bränslemätare,fuel gauge,油量表燃油指示计,NOUN,B1
drivmedel,fuels,燃料烃类化石燃油,NOUN,B1
kolvätebränslen,fuels hydrocarbons,碳氢化合物燃料气液,NOUN,B2
flykting,fugitive,逃犯流亡者潜逃者,NOUN,B2
uppfylla,fulfil,履行实现践诺满足,VERB,B1
fullt belopp,full amount,全额全款实付总数,NOUN,A2
utled,full fed up,厌倦极受够厌烦的,ADJ,B1
fullmånebankett,full moon banquet,满月宴喜宴庆典酒席,NOUN,B2
full betalning,full payment,付清全额支付清偿,NOUN,B1
mätt,full satiated,饱足饱餐酒足饭饱的,ADJ,A1
dundra mot,fulminate,严厉谴责暴怒抨击,VERB,Advanced
famla osäkert,fumble,笨手笨脚摸索结巴,VERB,B2
rök,fume,烟雾恶臭刺激性浓烟,NOUN,B1
insamlare,fundraiser,筹款活动筹资主办人,NOUN,B2
penninginsamling,fundraising,筹款募捐募集资金,NOUN,B1
fondmedel,funds,资金经费专款财力,NOUN,B1
svampar,fungi,真菌类菌蕈真菌菌落,NOUN,B1
svamp,fungus,真菌霉菌菌类生物,NOUN,B1
putsa upp,furbish,擦亮整修翻新抛光,VERB,Advanced
rulla ihop segel,furl,收卷折叠卷拢包收,VERB,Advanced
permission,furlough,休假准假解雇休职,NOUN,B2
möblerad,furnished,配备家具装设齐备的,ADJ,A2
vidareutbildning,further study,进修深造进阶研读,NOUN,B1
i anslutning till,further to in reference,关于紧随其后依前述,ADV,B2
framtidsutsikter,future prospects,未来前景前途瞻望,AUX,B1
terminskontrakt,futures,期货合约远期交易产品,NOUN,B2
flacka omkring,gad,闲逛游荡乱跑游逛,VERB,Advanced
munkavle,gag,封嘴物堵嘴布禁言令,NOUN,B2
bestrida sanningen i,gainsay,否认反驳顶嘴辩驳,VERB,Advanced
festföreställning,gala,盛会盛典节日盛宴,NOUN,B1
gallblåsa,gallbladder,胆囊胆腑脏器之一,NOUN,B2
galvaniserad,galvanized,镀锌电镀防锈处理的,ADJ,B2
spel om pengar,gambling,赌博活动嗜赌输赢,NOUN,B1
skutta runt,gambol,欢跃雀跃蹦跳嬉闹,VERB,Advanced
fängelsehåla,gaol,监狱牢房看守禁闭室,NOUN,B2
klädedräkt,garb,装束服饰衣着外貌,NOUN,B2
förvanska fakta,garble,曲解混淆窜改弄乱,VERB,Advanced
gurgla svalget,gargle,漱口含漱冲洗喉咙,VERB,A2
samla ihop,garner,收集积累储存获得,VERB,B2
garnisonsstäder,garrison towns,卫戍城镇要塞驻防城,NOUN,B2
djupt sår,gash,深长伤口深砍裂口,NOUN,B2
packning,gasket,衬垫密封圈垫片垫圈,NOUN,B2
häftig andetag,gasp,倒抽一口气喘息短促,NOUN,B1
hämta andan flämtande,gasp,喘粗气倒抽凉气惊呼,VERB,B1
portgång,gateway,出入门户网关大门通路,NOUN,B2
samlas i glädje,gather happily,欢聚一堂喜悦聚首,VERB,B1
mätinstrument,gauge meter,计量表测径器测量计,NOUN,B1
avmagrad,gaunt,憔悴瘦削荒凉枯槁的,ADJ,B2
gasbinda,gauze,纱布薄纱轻容网纱,NOUN,B1
nörd,geek,极客发烧友技术狂人,NOUN,B1
geléartad massa,gel,凝胶凝胶体发胶冻状,NOUN,A2
kastrera hanne,geld,阉割去势使失去力量,VERB,Advanced
ädelsten,gemstone,宝石晶石珍宝玉石,NOUN,B1
gendarmerisoldat,gendarme,宪兵巡佐武装警察官,NOUN,B2
gendarmeri,gendarmerie,宪兵队宪兵指挥本部,NOUN,B2
jämställdhet mellan könen,gender parity,性别平等男女配比平衡,NOUN,B2
genterapi,gene therapy,基因疗法基因干预治疗,NOUN,B2
släktforskare,genealogist,系谱学者族谱研究家,NOUN,Advanced
generalförsamling,general assembly,全体代表大会全体会议,NOUN,B1
vd,general manager,总经理总管首席主管,NOUN,B1
i allmänhet talat,generally speaking,一般而言大体来说通常,ADV,B1
generationsskifte,generation change,代际更替世代交替接班,NOUN,B2
generationer,generations,代代几代人世世代代,NOUN,A2
upprinnelse,genesis emergence,发源起源创始显现,NOUN,B2
hjärtlig,genial,和蔼亲切友善温和的,ADJ,B2
genregruppering,genre classification,体裁分类流派归属区分,NOUN,B2
mild tillrättavisning,gentle reproach,温和责备微有辞色规劝,NOUN,B2
herrar,gentlemen,绅士诸位先生男士们,NOUN,A1
böja knä i vördnad,genuflect,屈膝行礼下跪屈从奉迎,VERB,Advanced
äkta vara,genuine article,正品真品货真价实之物,NOUN,B1
äkta varor,genuine goods,正宗行货正品行货原装,NOUN,B1
äkthet,genuineness,纯真真实性不掺假诚意,NOUN,B2
släkte,genus,属生物学分类属动植物属,NOUN,B2
geostrategisk,geostrategic,地缘战略的地缘大策略,ADJ,B2
geotermisk,geothermal,地热的地热能源利用的,ADJ,B2
inriktningsförfarande,gerichtung,校准程序定向调整整备,NOUN,Advanced
tysk person,german person,德国人日耳曼籍人士,NOUN,A1
stiga av,get off,下车脱下下班起步离开,VERB,A1
kliva ur bilen,get off car,下汽车走下机动车辆,VERB,A1
stiga på,get on,上车登机进展相处良好,VERB,A1
komma ut,get out,出去离开拔出泄漏传开,VERB,A1
komma igång,get started,着手开展起步开始行动,VERB,A1
bli hög av droger,get stoned,吸毒嗑药后飘飘欲仙,VERB,B2
lära känna,get to know,逐渐结识了解熟悉掌握,VERB,A1
andelstilldelning,geteilung,份额划拨分配归并分割,NOUN,Advanced
delning,getheilung,财产析分分割分派割裂,NOUN,Advanced
drivande åtgärd,getreibung,驱动推进运作催办处置,NOUN,Advanced
förmögenhetsökning,getting rich,发财致富暴富身家倍增,NOUN,B1
ghaita-blåsinstrument,ghaita,摩洛哥民间双簧气鸣管,NOUN,Advanced
osäkerhetshandel,gharar,伊斯兰教法禁止之投机,NOUN,Advanced
pladdra obegripligt,gibber,急促胡言乱语口齿不清,VERB,Advanced
håna,gibe,嘲弄讥诮嘲弄挖苦之语,VERB,B2
förgyllning,gilding,镀金贴金贴金箔装点外表,NOUN,B2
gälar,gills,鱼鳃鳃部器官水中呼吸器,NOUN,B1
gördel,girdle,腰带紧身胸衣围带束带,NOUN,B2
flicka,girl daughter,女孩女儿幼女小姑娘闺女,NOUN,A1
hålla avskedsmiddag,give a farewell dinner,设宴饯行设告别酒席相送,VERB,B2
ge en gåva,give a gift,赠送礼物馈赠礼物送彩礼,VERB,A1
ge tillbaka växel,give change,找零给找头返还找赎金额,VERB,A2
ge modern,give mother,献给母亲给予生母抚恤金,NOUN,A2
ge till dig,give you,转交赠与于你给你支付,NOUN,A1
given förutsättning,given datum,已知条件给定量已知数据,NOUN,B2
givande,giving,付出馈赠给予慷慨奉献,NOUN,B1
hängiven självuppoffring,giving of oneself,自我奉献无私奉献捐躯,NOUN,B2
glaciärrelaterad,glacial,冰川的冰冷的冷若冰霜,ADJ,B2
glädja,gladden,使高兴使欣慰使心情舒畅,VERB,B1
glans,glamour,魔力魅力风采诱惑迷人之处,NOUN,B1
blänga stint,glare,怒目而视耀眼闪烁逼视,VERB,B1
glasflaska,glass bottle,玻璃瓶玻璃水樽酒瓶空瓶,NOUN,A1
glasögon,glasses spectacles,眼镜目镜老花镜近视镜片,NOUN,A1
glasera,glaze,装玻璃上釉浇糖汁使变光滑,VERB,B1
ljusglimt,gleam,微光闪烁隐约闪光反光点,NOUN,B1
skadeglad,gleeful,欣喜雀跃幸灾乐祸欢悦的,ADJ,B2
svagt ljussken,glimmer,微光隐约闪现微弱希望线索,NOUN,B1
glimt,glint,闪烁闪光冷酷光芒反光映现,NOUN,B2
glänsa fuktigt,glisten,闪亮闪耀油光发亮挂满水珠,VERB,B2
glitter,glitter,闪光闪耀小亮片灿烂夺目耀眼,NOUN,B1
glittra strålande,glitter,闪烁闪闪发亮闪耀金光绚丽,VERB,B1
triumfera skadeglatt,gloat,幸灾乐祸洋洋自得暗自得意,VERB,B2
helhetssyn,global,全局总体全貌全球性考量统揽,NOUN,B2
handskar,gloves,手套拳击手套防寒手套一副,NOUN,A1
glöda mjukt,glow,发温热光灼热泛红容光焕发,VERB,B1
blänga bistert,glower,怒视阴沉注视恶狠狠瞪着,VERB,B2
glukos,glucose,葡萄糖单糖葡糖能量补给液,NOUN,B1
överflöd,glut,过剩充斥供应过量供大于求,NOUN,B2
klibbris,glutinous rice,糯米江米黏米白糯米圆粒,NOUN,B1
klibbrisknyte,glutinous rice ball,汤圆元宵糯米滋麻薯青团,NOUN,B1
skära tänder,gnash,咬牙切齿咬紧上下齿咯咯作响,VERB,B2
gnissla tänder i vrede,gnash one's teeth,切齿痛恨咬牙发狠忿恨难平,VERB,B2
följa med,go along,一起去赞同顺应沿途前行伴随,VERB,A2
ge sig av,go away,走开离开离去消失出外旅行,VERB,A1
gå till undsättning,go help,前去相助奔赴救援前往支援,NOUN,B1
bege sig dit,go there,前往彼处去往该地到那里去,VERB,A1
gå felaktigt,go wrong,出错出岔子发生故障变坏抛锚,VERB,A2
sluka glupskt,gobble,狼吞虎咽大口吞吃发出咯咯叫,VERB,B1
småtroll,goblin,地精小鬼哥布林顽皮小妖精,NOUN,B1
dödsgud,god of death,死神阎罗冥神掌管死亡之神明,NOUN,B1
examensgud,god of exams,考神文昌帝君主管考试之神仙,NOUN,B2
glo storögt,goggle,瞪大双眼张大眼看护目镜防护,VERB,B2
gång,going,行进进行离去情况进展路况进度,NOUN,A2
samfärdsel,going with me,同行同往伴随随我一道前往,NOUN,B1
välstekt,good cooked,熟透的烹调得当火候适中香脆,ADJ,A2
godmodighet,good nature,温厚和蔼好脾气天性善良厚道,NOUN,B1
goda nyheter,good news,喜讯好消息福音佳音吉报喜信,NOUN,A1
goda tjänster,good offices,斡旋善意调解从中调停协助,NOUN,B2
gott ting,good thing,好事佳话好东西有利条件利好,NOUN,A1
godmodig,good-natured,脾气温和和善厚道宽仁宽厚的,ADJ,B1
bergsklyfta,gorge,峡谷山峡咽喉大吃大喝大壑,NOUN,B1
skvallerbytta,gossipmonger,爱说闲话者长舌妇飞短流长之人,NOUN,B2
skvallrig,gossipy,爱嚼舌根闲聊的长舌爱传八卦,ADJ,B2
gröpa ur,gouge,挖出凿出敲竹杠敲诈勒索抠眼,VERB,B2
styra ett land,govern a country,治国安邦执政掌舵治理社稷,VERB,B1
hastigt grepp,grab,抓取夺取霸占抓握抢夺企图,NOUN,B1
graciös elegans,gracefulness,优美优雅从容雅致体态轻盈美,NOUN,B2
sätta betyg,grade,给...评分分等定级分段打等级分,VERB,A2
forskarskola,graduate school,研究生院研究生教育部科研院所,NOUN,B2
examensfoto,graduation photo,毕业照毕业合影留念学位集体照,NOUN,A2
examensarbete,graduation thesis,毕业论文结业设计学位论文答辩,NOUN,B1
kornmagasin,granary,粮仓谷仓丰产产粮区国家粮库,NOUN,B2
storartad plan,grand plan,宏图大略宏伟规划宏大纲领方案,NOUN,B2
far- eller morförälder,grandparent,祖父祖母外祖父外祖母长辈先人,NOUN,A1
uppskovsbeviljande,granting of respite,准予缓期缓刑宽限期批准暂缓,NOUN,Advanced
forskningsanslag,grants,拨款补助金专款资助款科研经费,NOUN,B1
kornig,granular,颗粒状粒状晶粒粗糙细粒结构的,ADJ,B2
diagram,graph,图表坐标图折线图图形曲线图表,NOUN,A2
brottas mot,grapple,搏斗抓牢格斗设法解决尽力克服,VERB,B2
fast tag,grasp,紧握抓牢理解力控制领悟力把手,NOUN,B1
gräshoppa,grasshopper,蚱蜢蝗虫短角草蜢跳虫绿蝈蝈,NOUN,A2
gräsrotsnära,grassroots,基层的草根民众平民底层的亲民,ADJ,B2
riva sönder,grate,擦碎磨碎碾磨磨光刺耳摩擦发响,VERB,B1
tillfredsställd,gratified,满意的欣慰的高兴的深受满足的,ADJ,B2
tacksamhet och agg,gratitude and enmity,恩怨情仇感恩宿怨德与仇是非,NOUN,Advanced
värdig tyngd,gravitas,庄重庄严威信沉着威严稳重气度,NOUN,Advanced
förlustens allvar,gravity of loss,损失严重性灭失程度危害深度度量,NOUN,Advanced
grått hår,gray hair,白发苍髯青丝成雪斑白发丝华发,NOUN,A2
smörjfett,grease,油脂润滑脂油脂物猪油膏机油腻,NOUN,B1
stort kaos,great chaos,天下大乱混乱不堪浩劫大溃荡,NOUN,B2
förstora upp,greaten,扩大加大使壮大增强扩大影响力,VERB,Advanced
grön paprika,green pepper,青椒甜椒大椒柿子椒绿菜椒,NOUN,A1
qingtuan,green rice ball,青团艾草团子江南清明冷食米团,NOUN,B2
grönskande plantering,greening,绿化植树造林环境绿化城市园林,NOUN,B1
välkomnande värd,greeter,迎宾员接待员引位门童迎客侍者,NOUN,B1
stekpannebröd,griddle flatbread,铁板烤饼平底锅烙饼馕饼面饼,NOUN,B2
sörja djupt,grieve,悲痛伤心哀悼悼念痛感哀痛忧虑,VERB,B2
djupt bedrövad,grieved,悲痛难耐哀伤悲切深感苦痛的,ADJ,B2
djupt orättvis,grievously unjust,奇冤无比极度不公沉冤莫白的大冤,ADJ,Advanced
grillgaller,grill,烤架烤肉架烧烤餐厅铁花栅栏格,NOUN,A2
grillad på galler,grilled,烤制的炭烤炙烤铁板烧的香烤,ADJ,A1
grimas,grimace,鬼脸痛苦面容咧嘴苦笑怪相表情,NOUN,B2
gnälla missnöjt,gripe,抱怨发牢骚腹痛肠绞痛唠叨抱怨,VERB,B2
gruskorn,grit,细沙砂砾砂石毅力勇气决心骨气,NOUN,B1
lanthandlare,grocer,食品杂货商粮油杂货小贩店老板,NOUN,B1
speceriaffär,grocery,杂货店食品超市日用食杂小卖部,NOUN,A2
famla trevande,grope,摸索搜寻暗中摸探乱摸探索寻找,VERB,B2
första spadtagsceremoni,groundbreaking ceremony,奠基仪式开工典礼动土大典培土,NOUN,B2
domskäl,grounds of judgment,判决理由裁决依据认定法理依据,NOUN,Advanced
gruppuppgift,group assignment,小组作业团队团队任务分组课题,NOUN,B1
gruppchatt,group chat,群聊微信群组群讨论群消息聊天,NOUN,A2
gruppledare,group leader,组长带头人团队负责人领队召集,NOUN,B1
gruppfotografi,group photo,合影集体照团体留影大合照全家福,NOUN,A2
klaga gnälligt,grouse,发牢骚抱怨怨声载道喋喋不休埋怨,VERB,Advanced
krypa ödmjukt,grovel,摇尾乞怜卑躬屈膝匍匐趴伏讨好,VERB,Advanced
larv,grub,幼虫蛆虫虫蛹食物伙食辛苦搜寻,NOUN,B2
utmattande hård,grueling,极度折磨筋疲力尽艰辛艰巨劳顿,ADJ,Advanced
grymta dovt,grunt,呼噜哼声发低哼作呼噜作声嘟囔,VERB,B1
garantier,guarantees,担保保证措施担保书保障机制条件,NOUN,B1
bevakning,guarding,守卫站岗看守保卫防卫防守守护,NOUN,B1
skyddsräcke,guardrail,护栏安全栏防护栏公路隔离防护网,NOUN,B1
pensionat,guest house,宾馆招待所客栈家庭旅馆寄宿舍,NOUN,A2
guidebok,guidebook,旅行指南旅游手册导游书便览手卷,NOUN,A2
ledstjärna,guiding light,指路明灯导航信标引路标杆向导,NOUN,B2
gitarrmusik,guitar music,吉他曲吉他演奏吉他乐曲弦乐声,NOUN,A2
porlande ljud,gurgle,汩汩声咯咯作声潺潺流水漱喉声,NOUN,B1
häftigt flöde,gush,涌出喷流激涌滔滔不绝喷薄而出,NOUN,B2
guzheng,guzheng,古筝中国传统弹拨弦乐器秦筝鸣,NOUN,B2
klunka i sig,guzzle,狂饮暴饮暴食暴吞豪饮大口灌下,VERB,Advanced
gyroskop,gyroscope,陀螺仪回转仪定角回转稳定仪器,NOUN,B2
habitus,habitus,习性惯习身体体态习惯性气质,NOUN,Advanced
habous-donationer,habous endowments,哈布斯宗教公产清真寺产业基金,NOUN,Advanced
hackare,hacker,黑客骇客网络攻防黑客技术专家,NOUN,B1
nött,hackneyed,陈腐陈词滥调俗套老掉牙平凡的,ADJ,Advanced
hadra-ceremoni,hadra,苏菲派圣礼集会神秘主义聚会仪式,NOUN,Advanced
hakawati-berättare,hakawati,阿拉伯民间说书人评书艺人评话,NOUN,Advanced
halv del,half,半个一半半数二分之一半截半分,NUM,A1
halv tum,half inch,半寸半英寸半个字宽薄片刻度,NOUN,B1
halvvägs,halfway,中途半路中道半途中途驻留阶段,NOUN,B1
helgad,hallowed,被奉为神圣崇敬尊崇神圣无比的,ADJ,Advanced
helgongloria,halo,光环光晕晕轮日晕圣目光轮神光,NOUN,B2
lämna in,hand in,上交呈交交卷递交交付提交作业,VERB,A2
tvätta för hand,hand wash,手洗手工洗涤手工搓揉清洗衣物,VERB,A2
handsår,hand wound,手部创伤手部伤口手掌切割擦伤,NOUN,A2
handboll,handball,手球手球运动手球球类比赛项目,NOUN,A2
handbroms,handbrake,手刹驻车制动器紧急手刹拉杆把,NOUN,B1
handfull,handful,一把少数一把之量几个人一小撮,NOUN,B1
funktionshinder,handicap,残疾障碍缺陷不利条件障碍让分,NOUN,B1
lätthanterlighet,handiness,便利手巧顺手易用灵活轻巧度,NOUN,B2
handskrivet dokument,handwritten document,手写文件手稿亲笔字迹文书墨宝,NOUN,B1
baksmälla,hangover,宿醉宿醉反应遗留恶果残存影响,NOUN,B1
planlös,haphazard,随意的无计划杂乱无章碰运气盲目,ADJ,B2
otursförföljd,hapless,倒霉不幸命苦遭厄运的可怜的,ADJ,Advanced
munter,happy cheerful,快乐欢快兴高采烈欢欣雀跃的,ADJ,A1
tirad,harangue,高声长篇大论训话长篇说教热烈斥责,NOUN,Advanced
trakasserad,harassed,遭受骚扰疲于奔命受困扰折磨的,ADJ,B2
trakasserier,harassments,骚扰行径侵扰折磨多方刁难举动,NOUN,B2
förebud,harbinger,先兆预兆先驱通报者先锋信号物,NOUN,Advanced
hårddisk,hard drive,硬盘计算机硬盘驱动器存储介质盘,NOUN,A2
svåruppnåelig,hard to achieve,难以实现难得达成的难办到的,ADJ,B2
svårjusterad,hard to adjust,难以调节难于调适校正不易的,ADJ,B2
svårbekräftad,hard to confirm,难以核实难于确证确凿未定的,ADJ,B2
svåridentifierad,hard to identify,难以辨认难以识别难以确认的,ADJ,B2
svårhanterlig,hard to manage,难以驾驭管教费力难于调理的,ADJ,B2
svår att skiljas från,hard to part with,难舍难分恋恋不舍依依难舍的,ADJ,B2
svårflirtad,hard to please,难以取悦挑剔苛求极难伺候的,ADJ,B2
otillgänglig,hard to reach,难以企及遥不可及高不可攀及的,ADJ,B2
hårdträning,hard training,艰苦苦练魔鬼式特训刻苦操练,NOUN,B1
flitig,hard-working,勤奋努力工作刻苦耐劳辛勤耕耘,ADJ,A2
härdning,hardening,硬化淬火固化硬质化冷酷强化,NOUN,B2
svåra omständigheter,hardship of circumstances,境遇艰难处境困顿苦难窘境坎坷,NOUN,B2
livets vedermödor,hardship of life,生活艰辛人世沧桑生计艰难苦难,NOUN,B2
